,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Match Number,Alliance,Robot #,Team,Has Entry,No Show,Starting Position,Auto Primary Role,Auto Secondary Role,Auto Fuel %,Auto Fuel % Alliance,Auto Fuel Alliance,Auto Fuel Team,Auto % Shooting,Auto Max Fuel Possible,Won Auto,Transition Primary Role,Transition Secondary Role,Transition Fuel %,Transition Fuel % Alliance,Transition Fuel Alliance,Transition Fuel Team,Transition % Shooting,Transition Max Fuel Possible,Shift 1 Primary Role,Shift 1 Secondary Role,Shift 1 Fuel %,Shift 1 Fuel % Alliance,Shift 1 Fuel Alliance,Shift 1 Fuel Team,Shift 1 % Shooting,Shift 1 Max Fuel Possible,Shift 2 Primary Role,Shift 2 Secondary Role,Shift 2 Fuel %,Shift 2 Fuel % Alliance,Shift 2 Fuel Alliance,Shift 2 Fuel Team,Shift 2 % Shooting,Shift 2 Max Fuel Possible,Shift 3 Primary Role,Shift 3 Secondary Role,Shift 3 Fuel %,Shift 3 Fuel % Alliance,Shift 3 Fuel Alliance,Shift 3 Fuel Team,Shift 3 % Shooting,Shift 3 Max Fuel Possible,Shift 4 Primary Role,Shift 4 Secondary Role,Shift 4 Fuel %,Shift 4 Fuel % Alliance,Shift 4 Fuel Alliance,Shift 4 Fuel Team,Shift 4 % Shooting,Shift 4 Max Fuel Possible,Endgame Primary Role,Endgame Secondary Role,Endgame Fuel %,Endgame Fuel % Alliance,Endgame Fuel Alliance,Endgame Fuel Team,Endgame % Shooting,Endgame Max Fuel Possible,Tele-Op Max Fuel Possible,Total Fuel Scored,Auto Climb Attempt,Auto Climb Success,Tele-Op Climb Attempt,Tele-Op Climb Success,Shooter Rating,Passer Rating,Intake Rating,Driver Rating,Defense Avoidance Rating,Defense Rating,Notes,Recent Match
36,Red,1,11425,1,,Hub,Idle,None,0%,90%,60,0.00,0%,0.00,TRUE,Pass,None,0%,0%,0,0.00,0%,0.00,Pass,None,0%,0%,0,0.00,0%,0.00,Defense,Pass,0%,90%,51,0.00,0%,0.00,Pass,None,0%,0%,0,0.00,0%,0.00,Pass,None,0%,90%,19,0.00,0%,0.00,Pass,None,0%,90%,34,0.00,0%,0.00,0.00,0.00,Not Attempted,None,Not Attempted,None,0,4,0,4,0,3,Good passer,FALSE
36,Red,2,1086,1,,Left Bump,Score,Intake from Neutral Zone,90%,90%,60,60.00,66.7%,89.96,TRUE,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,None,90%,90%,51,51.00,100%,51.00,Idle,None,0%,0%,0,0.00,0%,0.00,Score,None,90%,90%,19,19.00,100%,19.00,Score,None,90%,90%,34,34.00,100%,34.00,193.96,164.00,Not Attempted,None,Not Attempted,None,4,0,3,4,3,0,Good at shooting decent intake it can stop working if they put it down on a ball.,FALSE
36,Red,3,3258,1,true,Hub,None,None,0%,90%,60,0.00,0%,0.00,TRUE,None,None,0%,0%,0,0.00,0%,0.00,None,None,0%,0%,0,0.00,0%,0.00,None,None,0%,90%,51,0.00,0%,0.00,None,None,0%,0%,0,0.00,0%,0.00,None,None,0%,90%,19,0.00,0%,0.00,None,None,0%,90%,34,0.00,0%,0.00,0.00,0.00,Not Attempted,None,Not Attempted,None,0,0,0,0,0,0,,FALSE
37,Blue,1,3361,1,,Hub,Score,Score,10%,100%,87,8.70,100%,8.70,TRUE,Idle,Idle,0%,100%,16,0.00,0%,0.00,Idle,Idle,0%,100%,0,0.00,0%,0.00,Defense,Idle,0%,100%,95,0.00,0%,0.00,Defense,Defense,0%,100%,0,0.00,0%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,45,0.00,0%,0.00,Score,Score,10%,100%,93,9.30,100%,9.30,18.00,18.00,Not Attempted,None,Not Attempted,None,2,0,1,1,0,0,,FALSE
37,Blue,2,5338,1,,Left Trench,Intake from Neutral Zone,Score,50%,100%,87,43.50,33.3%,130.63,TRUE,Intake from Neutral Zone,Score,50%,100%,16,8.00,33.3%,24.02,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,30%,100%,95,28.50,100%,28.50,Score,Score,0%,100%,0,0.00,100%,0.00,Score,Score,30%,100%,45,13.50,100%,13.50,Score,Score,60%,100%,93,55.80,100%,55.80,252.45,149.30,Not Attempted,None,Not Attempted,None,4,0,4,4,1,0,,FALSE
37,Blue,3,4099,0,,,,,0%,100%,87,0.00,0%,0.00,TRUE,,,0%,100%,16,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,95,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,45,0.00,0%,0.00,,,0%,100%,93,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,TRUE
37,Red,1,614,1,,Right Bump,Intake from Neutral Zone,Score,70%,110%,52,33.09,33.3%,99.37,FALSE,Pass,Intake from Neutral Zone,0%,40%,7,0.00,0%,0.00,Score,None,70%,110%,53,33.73,100%,33.73,Pass,Intake from Neutral Zone,0%,40%,0,0.00,0%,0.00,Score,None,0%,0%,96,32.00,100%,32.00,Pass,Intake from Neutral Zone,0%,50%,0,0.00,0%,0.00,Score,None,50%,90%,88,48.89,100%,48.89,213.99,147.71,Not Attempted,None,L1 Attempted,None,3,3,3,4,0,0,Good shooter intake and passing.,FALSE
37,Red,2,3136,1,,Left Trench,Intake from Neutral Zone,Score,40%,110%,52,18.91,33.3%,56.78,FALSE,Pass,None,40%,40%,7,7.00,0%,0.00,Intake from Neutral Zone,None,40%,110%,53,19.27,0%,0.00,Intake from Neutral Zone,None,40%,40%,0,0.00,0%,0.00,Score,None,0%,0%,96,32.00,100%,32.00,Intake from Neutral Zone,None,50%,50%,0,0.00,0%,0.00,Score,None,40%,90%,88,39.11,100%,39.11,127.90,116.29,Not Attempted,None,Not Attempted,None,4,0,4,4,0,0,Pretty good for not doing anything other than intake and shoot.,FALSE
37,Red,3,1895,1,,Right Trench,Idle,None,0%,110%,52,0.00,0%,0.00,FALSE,Defense,None,0%,40%,7,0.00,0%,0.00,Defense,None,0%,110%,53,0.00,0%,0.00,Defense,None,0%,40%,0,0.00,0%,0.00,Idle,None,0%,0%,96,32.00,0%,0.00,Defense,None,0%,50%,0,0.00,0%,0.00,Idle,None,0%,90%,88,0.00,0%,0.00,0.00,32.00,Not Attempted,None,Not Attempted,None,0,0,0,4,0,4,Good defence.,FALSE
38,Blue,1,11318,1,,Left Trench,Intake from Neutral Zone,Score,20%,100%,21,4.20,33.3%,12.61,FALSE,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,6,0.00,0%,0.00,Score,Score,20%,100%,19,3.80,100%,3.80,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,0%,100%,16,0.00,100%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,30%,100%,32,9.60,100%,9.60,26.01,17.60,Not Attempted,None,Not Attempted,None,2,0,3,2,0,0,,FALSE
38,Blue,2,10679,1,,Hub,Score,None,20%,100%,21,4.20,100%,4.20,FALSE,Pass,Defense,0%,100%,6,0.00,0%,0.00,Defense,Defense,0%,100%,19,0.00,0%,0.00,Defense,Defense,0%,100%,0,0.00,0%,0.00,Defense,Defense,0%,100%,16,0.00,0%,0.00,Defense,Defense,0%,100%,0,0.00,0%,0.00,Defense,Pass,0%,100%,32,0.00,0%,0.00,4.20,4.20,Not Attempted,None,Not Attempted,None,1,0,1,2,0,2,slow slow swerve drivetrain,FALSE
38,Blue,3,1262,0,,,,,0%,100%,21,0.00,0%,0.00,FALSE,,,0%,100%,6,0.00,0%,0.00,,,0%,100%,19,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,16,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,32,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,TRUE
38,Red,1,1719,0,,,,,0%,100%,70,0.00,0%,0.00,TRUE,,,0%,100%,13,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,53,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,73,0.00,0%,0.00,,,0%,100%,71,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,FALSE
38,Red,2,449,1,,Right Trench,Intake from Neutral Zone,Score,80%,100%,70,56.00,33.3%,168.17,TRUE,Score,None,80%,100%,13,10.40,100%,10.40,Intake from Neutral Zone,Pass,80%,100%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,90%,100%,53,47.70,66.7%,71.51,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,90%,100%,73,65.70,66.7%,98.50,Score,Intake from Neutral Zone,90%,100%,71,63.90,66.7%,95.80,444.39,243.70,Not Attempted,None,Not Attempted,None,5,5,5,5,3,0,"One of they best robots had great shooting, passing, intaking, and the only thing they could improve upon is defense avoidance the rest was amazing.",FALSE
38,Red,3,2377,1,,Left Trench,Score,None,10%,100%,70,7.00,100%,7.00,TRUE,Idle,None,0%,100%,13,0.00,0%,0.00,Pass,None,0%,100%,0,0.00,0%,0.00,Idle,None,0%,100%,53,0.00,0%,0.00,Idle,None,0%,100%,0,0.00,0%,0.00,Idle,None,0%,100%,73,0.00,0%,0.00,Idle,None,0%,100%,71,0.00,0%,0.00,7.00,7.00,Not Attempted,None,Not Attempted,None,2,2,2,3,0,0,Their turret disconnected from robot.  Slow.,FALSE
39,Blue,1,9033,1,,Left Trench,Intake from Neutral Zone,Score,20%,100%,35,7.00,33.3%,21.02,FALSE,Intake from Neutral Zone,None,0%,100%,8,0.00,0%,0.00,Defense,None,0%,100%,13,0.00,0%,0.00,Defense,None,0%,100%,0,0.00,0%,0.00,Defense,None,0%,100%,40,0.00,0%,0.00,Defense,None,0%,100%,0,0.00,0%,0.00,Defense,Pass,0%,100%,43,0.00,0%,0.00,21.02,7.00,Not Attempted,None,Not Attempted,None,2,2,2,3,0,3,Great defence. Didnt shoot much. Below average auto.,FALSE
39,Blue,2,4541,1,,Hub,Score,Score,30%,100%,35,10.50,100%,10.50,FALSE,Score,Score,10%,100%,8,0.80,100%,0.80,Score,Score,10%,100%,13,1.30,100%,1.30,Pass,Defense,0%,100%,0,0.00,0%,0.00,Defense,Pass,0%,100%,40,0.00,0%,0.00,Pass,Defense,0%,100%,0,0.00,0%,0.00,Pass,Pass,0%,100%,43,0.00,0%,0.00,12.60,12.60,Not Attempted,None,Not Attempted,None,1,2,1,2,0,2,indecisive driver,FALSE
39,Blue,3,3748,0,,,,,0%,100%,35,0.00,0%,0.00,FALSE,,,0%,100%,8,0.00,0%,0.00,,,0%,100%,13,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,40,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,43,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,FALSE
39,Red,1,540,1,,Right Trench,Intake from Neutral Zone,Score,50%,100%,74,37.00,33.3%,111.11,TRUE,Score,Score,100%,150%,30,20.00,100%,20.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,50%,0,0.00,0%,0.00,Score,Score,60%,110%,51,27.82,100%,27.82,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Score,60%,90%,54,36.00,100%,36.00,Score,Score,60%,80%,61,45.75,100%,45.75,240.68,166.57,Not Attempted,None,Not Attempted,None,5,0,4,4,0,0,Good shooter ,FALSE
39,Red,2,2068,1,,Hub,Score,None,10%,100%,74,7.40,100%,7.40,TRUE,Idle,None,10%,150%,30,2.00,0%,0.00,Intake from Neutral Zone,None,10%,50%,0,0.00,0%,0.00,Score,None,10%,110%,51,4.64,100%,4.64,Defense,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Defense,0%,90%,54,0.00,66.7%,0.00,Pass,None,0%,80%,61,0.00,0%,0.00,12.04,14.04,Not Attempted,None,Not Attempted,None,1,1,1,1,1,1,Helped the other teams human players rather than defending slow shooting takes forever to shoot 1 or 2 balls was defended for 2 seconds and couldn’t even do much the entire game.,FALSE
39,Red,3,122,1,true,Left Trench,Score,None,40%,100%,74,29.60,100%,29.60,TRUE,Score,None,40%,150%,30,8.00,100%,8.00,Intake from Neutral Zone,None,40%,50%,0,0.00,0%,0.00,Score,None,40%,110%,51,18.55,100%,18.55,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,30%,90%,54,18.00,100%,18.00,Score,None,20%,80%,61,15.25,100%,15.25,89.40,89.40,Not Attempted,None,Not Attempted,None,3,0,4,3,0,0,Accuracy dropped sharply for some reason.,FALSE
40,Blue,1,2537,1,,Left Trench,Intake from Neutral Zone,Score,50%,100%,40,20.00,33.3%,60.06,FALSE,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,None,90%,100%,20,18.00,100%,18.00,Pass,None,0%,100%,0,0.00,0%,0.00,Idle,None,0%,100%,0,0.00,0%,0.00,Defense,None,0%,100%,0,0.00,0%,0.00,Defense,None,0%,100%,23,0.00,0%,0.00,78.06,38.00,Not Attempted,None,Not Attempted,None,2,3,1,3,0,2,Mid shooter. Bad intake. Ok defence. Mid strategy. Something might have broke.,FALSE
40,Blue,2,5243,1,,Right Bump,Score,Idle,20%,100%,40,8.00,66.7%,11.99,FALSE,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Pass,10%,100%,20,2.00,66.7%,3.00,Pass,Pass,0%,100%,0,0.00,0%,0.00,Score,Score,0%,100%,0,0.00,100%,0.00,Pass,Score,0%,100%,0,0.00,33.3%,0.00,Score,Score,100%,100%,23,23.00,100%,23.00,37.99,33.00,L1 Attempted,None,Not Attempted,None,1,2,2,3,0,0,tank drive and bad indexing,FALSE
40,Blue,3,1111,0,,,,,0%,100%,40,0.00,0%,0.00,FALSE,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,20,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,23,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,FALSE
40,Red,1,1629,1,,Left Trench,Intake from Neutral Zone,Score,50%,50%,50,50.00,33.3%,150.15,TRUE,Score,Score,60%,70%,38,32.57,100%,32.57,Intake from Neutral Zone,Intake from Neutral Zone,0%,10%,0,0.00,0%,0.00,Score,Score,40%,70%,96,54.86,100%,54.86,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Score,40%,70%,56,32.00,100%,32.00,Score,Score,40%,80%,85,42.50,100%,42.50,312.08,211.93,Not Attempted,None,Not Attempted,None,3,0,3,4,0,0,,FALSE
40,Red,2,2890,1,,Hub,Intake from Neutral Zone,None,0%,50%,50,0.00,0%,0.00,TRUE,Intake from Neutral Zone,Pass,0%,70%,38,0.00,0%,0.00,Intake from Neutral Zone,Pass,0%,10%,0,0.00,0%,0.00,Intake from Neutral Zone,Pass,0%,70%,96,0.00,0%,0.00,Idle,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,70%,56,0.00,0%,0.00,Idle,None,0%,80%,85,0.00,0%,0.00,0.00,0.00,Not Attempted,Level1,L1 Attempted,Level1,0,3,1,3,1,0,They had a really nice climb in endgame their intake did not work.,FALSE
40,Red,3,619,1,,Right Trench,Intake from Neutral Zone,None,0%,50%,50,0.00,0%,0.00,TRUE,Score,None,10%,70%,38,5.43,100%,5.43,Intake from Neutral Zone,None,10%,10%,0,0.00,0%,0.00,Score,None,30%,70%,96,41.14,100%,41.14,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,30%,70%,56,24.00,100%,24.00,Score,None,40%,80%,85,42.50,100%,42.50,113.07,113.07,Not Attempted,None,Not Attempted,None,4,0,3,4,0,0,Good shooter decent intake.,FALSE
41,Blue,1,620,1,,Hub,Score,None,30%,100%,26,7.80,100%,7.80,FALSE,Intake from Neutral Zone,None,0%,100%,7,0.00,0%,0.00,Intake from Neutral Zone,Score,50%,100%,36,18.00,33.3%,54.05,Intake from Neutral Zone,None,0%,100%,0,0.00,0%,0.00,Score,None,0%,100%,104,0.00,100%,0.00,Intake from Neutral Zone,None,0%,100%,0,0.00,0%,0.00,Score,None,50%,100%,84,42.00,100%,42.00,103.85,67.80,Not Attempted,None,Not Attempted,None,3,0,2,4,0,0,Good strategy. Mid shooter. Below average intake.,FALSE
41,Blue,2,10224,1,,Left Bump,Intake from Neutral Zone,Score,0%,100%,26,0.00,33.3%,0.00,FALSE,Score,Score,70%,100%,7,4.90,100%,4.90,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,36,0.00,0%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,0%,100%,104,0.00,100%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,20%,100%,84,16.80,100%,16.80,21.70,21.70,Not Attempted,None,Not Attempted,None,2,0,3,3,1,0,slow intake slow shooter,FALSE
41,Blue,3,1389,0,,,,,0%,100%,26,0.00,0%,0.00,FALSE,,,0%,100%,7,0.00,0%,0.00,,,0%,100%,36,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,104,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,84,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,TRUE
41,Red,1,8592,1,,Left Trench,Intake from Neutral Zone,Score,30%,90%,36,12.00,33.3%,36.04,TRUE,Intake from Neutral Zone,Intake from Neutral Zone,0%,80%,18,0.00,0%,0.00,Pass,Intake from Neutral Zone,0%,10%,0,0.00,0%,0.00,Score,Score,50%,120%,63,26.25,100%,26.25,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Intake from Neutral Zone,Score,50%,110%,89,40.45,33.3%,121.49,Intake from Neutral Zone,Score,60%,120%,65,32.50,33.3%,97.60,281.37,111.20,Not Attempted,None,Not Attempted,None,5,0,4,5,0,0,Really good ,FALSE
41,Red,2,1727,1,,Right Trench,Intake from Neutral Zone,Score,60%,90%,36,24.00,33.3%,72.07,TRUE,Intake from Neutral Zone,Score,70%,80%,18,15.75,33.3%,47.30,Intake from Neutral Zone,Pass,0%,10%,0,0.00,0%,0.00,Score,None,60%,120%,63,31.50,100%,31.50,Pass,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,60%,110%,89,48.55,66.7%,72.78,Intake from Neutral Zone,Score,60%,120%,65,32.50,33.3%,97.60,321.25,152.30,Not Attempted,None,Not Attempted,None,4,4,4,4,0,0,Overall they did good they did give up even though they If team was unable to help them until the end of the match.,FALSE
41,Red,3,5804,1,true,Hub,Idle,None,0%,90%,36,0.00,0%,0.00,TRUE,Score,None,10%,80%,18,2.25,100%,2.25,Score,None,10%,10%,0,0.00,100%,0.00,Score,None,10%,120%,63,5.25,100%,5.25,Idle,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,110%,89,0.00,0%,0.00,Idle,None,0%,120%,65,0.00,0%,0.00,7.50,7.50,Not Attempted,None,Not Attempted,None,2,0,2,2,0,0,Idle most of the game. Mid,FALSE
42,Blue,1,422,1,,Left Trench,Intake from Neutral Zone,Score,40%,100%,29,11.60,33.3%,34.83,FALSE,Pass,None,0%,100%,0,0.00,0%,0.00,Pass,None,0%,100%,84,0.00,0%,0.00,Defense,None,0%,100%,0,0.00,0%,0.00,Defense,None,0%,100%,89,0.00,0%,0.00,Pass,None,0%,100%,0,0.00,0%,0.00,Score,None,50%,100%,124,62.00,100%,62.00,96.83,73.60,Not Attempted,None,Not Attempted,None,5,2,0,4,0,2,Intake broke during auto. ,FALSE
42,Blue,2,2199,1,,Right Trench,Intake from Neutral Zone,Score,0%,100%,29,0.00,33.3%,0.00,FALSE,Score,Pass,0%,100%,0,0.00,66.7%,0.00,Score,Score,50%,100%,84,42.00,100%,42.00,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,0%,100%,89,0.00,66.7%,0.00,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,Score,70%,100%,124,86.80,100%,86.80,128.80,128.80,Not Attempted,None,Not Attempted,None,3,4,4,4,1,0,auto sold the clip ,FALSE
42,Blue,3,11415,0,,,,,0%,100%,29,0.00,0%,0.00,FALSE,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,84,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,89,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,124,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,FALSE
42,Red,1,888,1,,Left Trench,Intake from Neutral Zone,Score,40%,110%,63,22.91,33.3%,68.80,TRUE,Intake from Neutral Zone,Score,30%,100%,33,9.90,33.3%,29.73,Intake from Neutral Zone,Intake from Neutral Zone,0%,70%,0,0.00,0%,0.00,Intake from Neutral Zone,Score,30%,110%,133,36.27,33.3%,108.93,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Score,30%,100%,41,12.30,100%,12.30,Score,Score,30%,110%,84,22.91,100%,22.91,242.66,104.29,Not Attempted,None,Not Attempted,None,3,0,4,3,0,0,Not bad ,FALSE
42,Red,2,836,1,,Right Trench,Score,Intake from Neutral Zone,50%,110%,63,28.64,66.7%,42.93,TRUE,Intake from Neutral Zone,Score,60%,100%,33,19.80,33.3%,59.46,Pass,Intake from Neutral Zone,60%,70%,0,0.00,0%,0.00,Score,None,70%,110%,133,84.64,100%,84.64,Pass,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,None,60%,100%,41,24.60,100%,24.60,Score,None,70%,110%,84,53.45,100%,53.45,265.08,211.13,Not Attempted,None,Not Attempted,None,5,5,5,5,4,0,Great defense avoidance really good turret and intake was amazing and passing was really good.,FALSE
42,Red,3,1086,1,,Hub,Score,None,20%,110%,63,11.45,100%,11.45,TRUE,Score,None,10%,100%,33,3.30,100%,3.30,Score,None,10%,70%,0,0.00,100%,0.00,Score,None,10%,110%,133,12.09,100%,12.09,Score,None,0%,0%,0,0.00,100%,0.00,Score,None,10%,100%,41,4.10,100%,4.10,Score,None,10%,110%,84,7.64,100%,7.64,38.58,38.58,Not Attempted,None,Not Attempted,None,3,0,3,3,0,0,Actually scored ok but rest of their team was just really good.,FALSE
43,Blue,1,2421,1,,Hub,Score,None,10%,100%,117,11.70,100%,11.70,TRUE,Intake from Neutral Zone,None,0%,100%,42,0.00,0%,0.00,Defense,None,0%,100%,0,0.00,0%,0.00,Pass,None,0%,100%,105,0.00,0%,0.00,Defense,None,0%,100%,0,0.00,0%,0.00,Pass,None,0%,100%,92,0.00,0%,0.00,Intake from Neutral Zone,Score,30%,100%,94,28.20,33.3%,84.68,96.38,39.90,Not Attempted,None,Not Attempted,None,3,2,1,4,0,3,Not bad.,FALSE
43,Blue,2,686,1,,Left Trench,Intake from Neutral Zone,Score,70%,100%,117,81.90,33.3%,245.95,TRUE,Intake from Neutral Zone,Score,60%,100%,42,25.20,33.3%,75.68,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,80%,100%,105,84.00,100%,84.00,Pass,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,70%,100%,92,64.40,66.7%,96.55,Intake from Neutral Zone,Score,90%,100%,94,84.60,33.3%,254.05,756.23,340.10,Not Attempted,None,Not Attempted,None,4,5,5,4,2,0,,TRUE
43,Blue,3,1731,0,,,,,0%,100%,117,0.00,0%,0.00,TRUE,,,0%,100%,42,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,105,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,92,0.00,0%,0.00,,,0%,100%,94,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,FALSE
43,Red,1,3939,1,,Right Trench,Intake from Neutral Zone,Score,20%,20%,32,32.00,33.3%,96.10,FALSE,Intake from Neutral Zone,Score,20%,40%,12,6.00,33.3%,18.02,Intake from Neutral Zone,Intake from Neutral Zone,0%,60%,52,0.00,0%,0.00,Score,Score,20%,80%,0,0.00,100%,0.00,Idle,Idle,0%,0%,35,11.67,0%,0.00,Idle,Idle,0%,30%,0,0.00,0%,0.00,Idle,Idle,0%,30%,28,0.00,0%,0.00,114.11,49.67,Not Attempted,None,Not Attempted,None,0,0,0,2,0,0,,FALSE
43,Red,2,401,1,,Left Trench,Intake from Neutral Zone,None,0%,20%,32,0.00,0%,0.00,FALSE,Score,None,20%,40%,12,6.00,100%,6.00,Score,None,30%,60%,52,26.00,100%,26.00,Pass,Intake from Neutral Zone,30%,80%,0,0.00,0%,0.00,Score,None,0%,0%,35,11.67,100%,11.67,Pass,Intake from Neutral Zone,0%,30%,0,0.00,0%,0.00,Idle,None,0%,30%,28,0.00,0%,0.00,43.67,43.67,Not Attempted,None,Not Attempted,None,2,3,3,3,0,0,Their shots were very inaccurate and they shot a lot but missed most of them mainly good only as a passing bot.,FALSE
43,Red,3,4472,1,,Hub,Idle,None,0%,20%,32,0.00,0%,0.00,FALSE,Pass,None,0%,40%,12,0.00,0%,0.00,Score,None,30%,60%,52,26.00,100%,26.00,Score,None,30%,80%,0,0.00,100%,0.00,Score,None,0%,0%,35,11.67,100%,11.67,Score,None,30%,30%,0,0.00,100%,0.00,Score,None,30%,30%,28,28.00,100%,28.00,65.67,65.67,Not Attempted,None,Not Attempted,None,4,0,3,3,0,0,Good i guess.,FALSE
44,Blue,1,9072,1,,Left Trench,Intake from Neutral Zone,Score,70%,100%,92,64.40,33.3%,193.39,TRUE,Score,None,60%,100%,61,36.60,100%,36.60,Intake from Neutral Zone,None,0%,100%,0,0.00,0%,0.00,Score,None,70%,100%,132,92.40,100%,92.40,Intake from Neutral Zone,None,0%,100%,0,0.00,0%,0.00,Score,None,70%,100%,131,91.70,100%,91.70,Intake from Neutral Zone,Score,60%,100%,61,36.60,33.3%,109.91,524.00,321.70,Not Attempted,None,Not Attempted,None,5,0,4,3,2,0,Amazing shooter. Great intake. Dosnt pass.,FALSE
44,Blue,2,1908,1,,Right Trench,Intake from Neutral Zone,Score,30%,100%,92,27.60,33.3%,82.88,TRUE,Score,Intake from Neutral Zone,30%,100%,61,18.30,66.7%,27.44,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,40%,100%,132,52.80,100%,52.80,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,30%,100%,131,39.30,66.7%,58.92,Score,Pass,30%,100%,61,18.30,66.7%,27.44,249.48,156.30,Not Attempted,None,Not Attempted,None,3,3,3,3,0,0,single turret,FALSE
44,Blue,3,3258,0,,,,,0%,100%,92,0.00,0%,0.00,TRUE,,,0%,100%,61,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,132,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,131,0.00,0%,0.00,,,0%,100%,61,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,FALSE
